Brand,Car Model,Car Name,Car Variant,Car Transmission,KM driven,Owner Type,Fuel Type,Registration ID,Monthly EMI,Car Price,Downpayment Amount,Location
Hyundai,2019,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"47,261 km",1st owner,Petrol,MH05-EA4824,"₹11,746/month",₹6.01 Lakh,On Zero down payment,"Goregaon, Mumbai"
Tata,2020,ALTROZ XZ PETROL,ALTROZ XZ PETROL,Manual,"71,356 km",1st owner,Petrol,MH05-EJ0823,"₹13,490/month",₹6.9 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2019,Ciaz DELTA 1.5 SHVS MT PETROL,Ciaz DELTA 1.5 SHVS MT PETROL,Manual,"11,136 km",1st owner,Petrol,MH02-FE1916,"₹14,545/month",₹7.44 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,Creta SX PLUS AT 1.6 DIESEL,Creta SX PLUS AT 1.6 DIESEL,Automatic,"79,624 km",1st owner,Diesel,MH02-EU2327,"₹19,034/month",₹10 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2017,Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Automatic,"23,959 km",1st owner,Petrol,MH03-CM8836,"₹10,635/month",₹5.44 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Creta SX PLUS 1.6 DIESEL SPECIAL EDITION,Creta SX PLUS 1.6 DIESEL SPECIAL EDITION,Manual,"55,424 km",1st owner,Diesel,MH05-DH1846,"₹17,093/month",₹8.98 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Manual,"54,530 km",1st owner,Petrol,MH43-BK5846,"₹10,342/month",₹5.29 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Swift VXI,Swift VXI,Manual,"76,928 km",2nd owner,Petrol,MH01-BY3310,"₹7,859/month",₹4.02 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Manual,"62,056 km",3rd owner,Petrol,MH05-CV0336,"₹9,404/month",₹4.81 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2014,Celerio VXI,Celerio VXI,Manual,"66,046 km",2nd owner,Petrol,MH03-BJ8096,"₹6,896/month",₹3.1 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,Xcent SX 1.2 (O),Xcent SX 1.2 (O),Manual,"35,408 km",1st owner,Petrol,MH03-CM8842,"₹9,462/month",₹4.84 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2020,Vento HIGHLINE PLUS 1.0L TSI AT,Vento HIGHLINE PLUS 1.0L TSI AT,Automatic,"89,509 km",1st owner,Petrol,MH10-DL5181,"₹16,997/month",₹8.93 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"41,718 km",2nd owner,Petrol,MH01-CP4587,"₹9,306/month",₹4.76 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2014,City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Manual,"61,455 km",1st owner,Petrol,MH03-BS2655,"₹10,054/month",₹4.52 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Manual,"42,817 km",1st owner,Petrol,MH03-CK0344,"₹11,261/month",₹5.76 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"37,525 km",1st owner,Petrol,MH02-DJ7849,"₹7,897/month",₹3.55 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2019,Amaze 1.5L I-DTEC V CVT,Amaze 1.5L I-DTEC V CVT,Automatic,"55,583 km",1st owner,Diesel,MH47-AN1136,"₹14,624/month",₹7.48 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2017,WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Manual,"87,905 km",2nd owner,Petrol,MH43-BK0924,"₹11,191/month",₹5.72 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2015,Wagon R 1.0 VXI,Wagon R 1.0 VXI,Manual,"30,942 km",2nd owner,Petrol,MH48-AC5103,"₹6,315/month",₹3.23 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2018,City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Manual,"31,998 km",1st owner,Petrol,MH04-JV0245,"₹16,522/month",₹8.68 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Automatic,"88,152 km",1st owner,Petrol,MH01-DB4618,"₹11,300/month",₹5.78 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2011,i10 SPORTZ 1.2,i10 SPORTZ 1.2,Manual,"32,786 km",1st owner,Petrol,MH02-CD1194,"₹10,639/month",₹2.26 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Dzire VDI AMT,Dzire VDI AMT,Automatic,"36,258 km",2nd owner,Diesel,MH47-AB0687,"₹12,141/month",₹6.21 Lakh,On Zero down payment,"Goregaon, Mumbai"
Ford,2017,Ecosport TREND 1.5L DIESEL,Ecosport TREND 1.5L DIESEL,Manual,"38,957 km",1st owner,Diesel,MH03-CM6409,"₹13,177/month",₹6.74 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2019,IGNIS DELTA 1.2,IGNIS DELTA 1.2,Manual,"16,694 km",1st owner,Petrol,MH47-AG7745,"₹9,071/month",₹4.64 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2020,S PRESSO VXI (O) AMT,S PRESSO VXI (O) AMT,Automatic,"13,440 km",1st owner,Petrol,MH47-AU8859,"₹9,521/month",₹4.87 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2017,Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Automatic,"77,650 km",1st owner,Petrol,MH03-CS3405,"₹10,303/month",₹5.27 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2016,Ertiga VDI SHVS,Ertiga VDI SHVS,Manual,"68,351 km",1st owner,Diesel,MH48-AK6793,"₹13,900/month",₹7.11 Lakh,On Zero down payment,Seawood
Maruti,2017,Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Automatic,"65,156 km",1st owner,Petrol,MH47-W0767,"₹7,091/month",₹3.63 Lakh,On Zero down payment,Seawood
Volkswagen,2014,Polo HIGHLINE1.2L,Polo HIGHLINE1.2L,Manual,"41,264 km",1st owner,Petrol,MH02-DJ3758,"₹8,631/month",₹3.88 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,City 1.5L I-VTEC SV,City 1.5L I-VTEC SV,Manual,"61,177 km",2nd owner,Petrol,MH02-DW1584,"₹9,388/month",₹4.8 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2017,City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Manual,"68,950 km",1st owner,Petrol,MH02-EK6760,"₹13,157/month",₹6.73 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2018,City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Automatic,"63,253 km",2nd owner,Petrol,MH01-DB4662,"₹13,666/month",₹6.99 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Manual,"73,939 km",2nd owner,Petrol,MH03-BW7001,"₹8,915/month",₹4.56 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Ciaz ZETA 1.4 AT PETROL,Ciaz ZETA 1.4 AT PETROL,Automatic,"53,796 km",2nd owner,Petrol,MH02-EU8542,"₹12,688/month",₹6.49 Lakh,On Zero down payment,"Goregaon, Mumbai"
Renault,2017,Duster RXS CVT,Duster RXS CVT,Automatic,"63,627 km",1st owner,Petrol,MH03-CS6979,"₹11,828/month",₹6.05 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Baleno SIGMA PETROL 1.2,Baleno SIGMA PETROL 1.2,Manual,"76,316 km",2nd owner,Petrol,MH47-W2674,"₹8,563/month",₹4.38 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2019,Tiago XZA PLUS PETROL,Tiago XZA PLUS PETROL,Automatic,"18,218 km",1st owner,Petrol,MH05-EA7793,"₹11,046/month",₹5.65 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2013,i10 MAGNA 1.1,i10 MAGNA 1.1,Manual,"47,502 km",1st owner,Petrol,MH48-P4784,"₹6,899/month",₹2.62 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2017,IGNIS DELTA 1.2,IGNIS DELTA 1.2,Manual,"30,176 km",1st owner,Petrol,MH47-W6310,"₹8,758/month",₹4.48 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Manual,"76,293 km",2nd owner,Petrol,MH04-HF2014,"₹9,169/month",₹4.69 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2012,Swift Dzire ZXI,Swift Dzire ZXI,Manual,"33,997 km",2nd owner,Petrol,MH05-BL4775,"₹12,156/month",₹3.66 Lakh,On Zero down payment,"Mulund West, Mumbai"
Jeep,2021,Compass SPORT 1.4 PETROL DCT,Compass SPORT 1.4 PETROL DCT,Automatic,"21,250 km",2nd owner,Petrol,MH47-AY6724,"₹31,273/month",₹16.43 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"45,445 km",1st owner,Petrol,MH02-EK4485,"₹17,245/month",₹9.06 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2015,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"30,141 km",2nd owner,Petrol,MH02-EE0437,"₹8,543/month",₹4.37 Lakh,On Zero down payment,"Mulund West, Mumbai"
Nissan,2021,MAGNITE XV PREMIUM,MAGNITE XV PREMIUM,Manual,"47,127 km",1st owner,Petrol,MH46-BV6745,"₹13,685/month",₹7 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2018,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"65,001 km",1st owner,Petrol,MH46-BE5266,"₹10,440/month",₹5.34 Lakh,On Zero down payment,Seawood
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"91,055 km",2nd owner,Petrol,MH01-CT0876,"₹16,712/month",₹8.78 Lakh,On Zero down payment,"Goregaon, Mumbai"
Tata,2021,Tiago XZA PLUS DUAL TONE PETROL,Tiago XZA PLUS DUAL TONE PETROL,Automatic,"34,270 km",1st owner,Petrol,MH46-BV5627,"₹11,763/month",₹6.02 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2020,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"12,760 km",2nd owner,CNG,MH43-BU4536,"₹10,283/month",₹5.26 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2021,Tiago XZA PLUS PETROL,Tiago XZA PLUS PETROL,Automatic,"42,450 km",2nd owner,Petrol,MH04-KR3055,"₹10,616/month",₹5.43 Lakh,On Zero down payment,Seawood
Hyundai,2014,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"55,182 km",1st owner,Petrol,MH01-BU8160,"₹9,743/month",₹4.38 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2015,Celerio VXI CNG,Celerio VXI CNG,Manual,"52,929 km",1st owner,CNG,MH43-AT2593,"₹10,086/month",₹3.83 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2022,ALTROZ XZA PLUS,ALTROZ XZA PLUS,Automatic,"2,973 km",1st owner,Petrol,MH02-FR9330,"₹17,797/month",₹9.35 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,New Elantra 2.0 SX(O) AT PETROL,New Elantra 2.0 SX(O) AT PETROL,Automatic,"76,064 km",2nd owner,Petrol,MH47-W0852,"₹15,855/month",₹8.33 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2017,XUV500 W10 AT,XUV500 W10 AT,Automatic,"84,784 km",1st owner,Diesel,MH02-EP0452,"₹19,872/month",₹10.44 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2019,XUV300 W8 (O) 1.2 PETROL,XUV300 W8 (O) 1.2 PETROL,Manual,"69,490 km",1st owner,Petrol,MH05-EA4132,"₹15,073/month",₹7.71 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2017,City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Automatic,"42,660 km",1st owner,Petrol,MH01-CT6489,"₹14,272/month",₹7.3 Lakh,On Zero down payment,Seawood
Honda,2021,City 1.5L I-VTEC ZX CVT,City 1.5L I-VTEC ZX CVT,Automatic,"22,827 km",1st owner,Petrol,MH02-FN5574,"₹25,506/month",₹13.4 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2017,Ertiga ZDI + SHVS,Ertiga ZDI + SHVS,Manual,"94,511 km",1st owner,Diesel,MH46-BA3491,"₹16,951/month",₹8.91 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2019,XUV300 W8 1.5 DIESEL,XUV300 W8 1.5 DIESEL,Manual,"80,839 km",1st owner,Diesel,MH02-FE1504,"₹15,760/month",₹8.28 Lakh,On Zero down payment,Seawood
Hyundai,2019,New Elantra 2.0 SX(O) AT PETROL,New Elantra 2.0 SX(O) AT PETROL,Automatic,"43,333 km",2nd owner,Petrol,MH47-AG7524,"₹21,451/month",₹11.27 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,New Wagon-R VXI (O) 1.2,New Wagon-R VXI (O) 1.2,Manual,"19,528 km",2nd owner,Petrol,MH03-DU6748,"₹10,518/month",₹5.38 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Manual,"89,434 km",1st owner,Petrol,MH01-CT1385,"₹13,724/month",₹7.02 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2013,i10 MAGNA 1.1,i10 MAGNA 1.1,Manual,"32,961 km",2nd owner,Petrol,MH02-CW5750,"₹6,294/month",₹2.39 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2015,Xcent SX 1.2,Xcent SX 1.2,Manual,"64,152 km",1st owner,Petrol,MH43-AT3716,"₹7,898/month",₹4.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2016,Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Manual,"62,766 km",2nd owner,CNG,MH05-CV5875,"₹10,922/month",₹4.91 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2022,S PRESSO VXI (O) CNG,S PRESSO VXI (O) CNG,Manual,"31,772 km",1st owner,CNG,MH04-KW8084,"₹9,756/month",₹4.99 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"86,283 km",1st owner,Petrol,MH01-CP7778,"₹16,027/month",₹8.42 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2015,Creta S 1.6 PETROL,Creta S 1.6 PETROL,Manual,"76,643 km",2nd owner,Petrol,MH04-GZ4354,"₹13,001/month",₹6.65 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2015,Xcent S 1.2,Xcent S 1.2,Manual,"65,203 km",2nd owner,Petrol,MH46-AL6102,"₹7,273/month",₹3.72 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2018,NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Manual,"91,265 km",1st owner,CNG,MH04-JV1633,"₹9,208/month",₹4.71 Lakh,On Zero down payment,"Mulund West, Mumbai"
MG,2019,HECTOR SHARP 1.5 DCT PETROL,HECTOR SHARP 1.5 DCT PETROL,Automatic,"18,601 km",2nd owner,Petrol,MH43-BN7284,"₹27,580/month",₹14.49 Lakh,On Zero down payment,"Mulund West, Mumbai"
Ford,2018,FREESTYLE TITANIUM 1.2 PETROL,FREESTYLE TITANIUM 1.2 PETROL,Manual,"28,974 km",2nd owner,Petrol,MH12-QY1273,"₹9,834/month",₹5.03 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Ciaz ZETA 1.5 SHVS MT PETROL,Ciaz ZETA 1.5 SHVS MT PETROL,Manual,"18,001 km",1st owner,Petrol,MH02-FE3860,"₹14,467/month",₹7.4 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"42,241 km",1st owner,Petrol,MH03-CS0650,"₹8,152/month",₹4.17 Lakh,On Zero down payment,"Mulund West, Mumbai"
Toyota,2018,Corolla Altis VL CVT PETROL,Corolla Altis VL CVT PETROL,Automatic,"74,221 km",1st owner,Petrol,MH46-BE4986,"₹18,958/month",₹9.96 Lakh,On Zero down payment,"Mulund West, Mumbai"
Toyota,2017,Corolla Altis VL CVT PETROL,Corolla Altis VL CVT PETROL,Automatic,"56,591 km",1st owner,Petrol,MH02-EP5370,"₹20,024/month",₹10.52 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2018,Celerio VXI CNG,Celerio VXI CNG,Manual,"74,536 km",1st owner,CNG,MH04-JM6120,"₹8,192/month",₹4.19 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2013,i10 MAGNA 1.2,i10 MAGNA 1.2,Manual,"69,725 km",2nd owner,Petrol,MH12-JZ8402,"₹7,084/month",₹2.69 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2011,i20 SPORTZ (O) 1.2,i20 SPORTZ (O) 1.2,Manual,"72,888 km",1st owner,Petrol,MH01-AX6413,"₹12,804/month",₹2.72 Lakh,On Zero down payment,Seawood
Maruti,2020,Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Automatic,"27,994 km",1st owner,Petrol,MH02-FJ2448,"₹16,103/month",₹8.46 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2019,S Cross ZETA 1.3,S Cross ZETA 1.3,Manual,"50,117 km",1st owner,Diesel,MH48-BH7449,"₹15,855/month",₹8.33 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Swift VXI,Swift VXI,Manual,"57,535 km",2nd owner,Petrol,MH04-HX0624,"₹9,619/month",₹4.92 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2014,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"78,327 km",2nd owner,CNG,MH04-GM3840,"₹10,695/month",₹3.22 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Manual,"28,444 km",1st owner,CNG,MH46-CE8606,"₹13,666/month",₹6.99 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2019,Creta SX AT 1.6 PETROL,Creta SX AT 1.6 PETROL,Automatic,"27,780 km",1st owner,Petrol,MH47-AG7969,"₹21,052/month",₹11.06 Lakh,On Zero down payment,Seawood
Maruti,2017,Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Manual,"53,969 km",1st owner,Petrol,MH02-EP0824,"₹9,990/month",₹5.11 Lakh,On Zero down payment,"Goregaon, Mumbai"
Ford,2016,Ecosport TITANIUM 1.5L PETROL AT,Ecosport TITANIUM 1.5L PETROL AT,Automatic,"41,949 km",1st owner,Petrol,MH04-HM6818,"₹11,691/month",₹5.98 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2017,WR-V 1.5L I-DTEC S MT,WR-V 1.5L I-DTEC S MT,Manual,"71,092 km",1st owner,Diesel,MH03-CM5398,"₹12,825/month",₹6.56 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2014,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"60,620 km",1st owner,Petrol,MH02-DS7361,"₹9,657/month",₹4.34 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Manual,"82,023 km",1st owner,Petrol,MH47-K2628,"₹10,147/month",₹5.19 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"60,410 km",2nd owner,Petrol,MH04-HX0741,"₹16,122/month",₹8.47 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"56,441 km",1st owner,Petrol,MH04-HU1036,"₹17,778/month",₹9.34 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2018,New Elantra 1.6 SX (O) AT DIESEL,New Elantra 1.6 SX (O) AT DIESEL,Automatic,"48,054 km",2nd owner,Diesel,MH02-EZ0018,"₹20,690/month",₹10.87 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2018,Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Automatic,"33,155 km",2nd owner,Petrol,MH02-EZ6839,"₹12,258/month",₹6.27 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2022,TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Manual,"18,323 km",2nd owner,CNG,MH46-CE8913,"₹14,663/month",₹7.5 Lakh,On Zero down payment,Seawood
Maruti,2014,Swift Dzire ZDI,Swift Dzire ZDI,Manual,"113,423 km",2nd owner,Diesel,MH12-KY4406,"₹13,694/month",₹5.2 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2012,i10 SPORTZ 1.2,i10 SPORTZ 1.2,Manual,"65,054 km",3rd owner,Petrol,MH03-BE8865,"₹6,809/month",₹2.05 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2023,TIGOR XZA PLUS PETROL,TIGOR XZA PLUS PETROL,Automatic,"8,683 km",1st owner,Petrol,MH47-BK4125,"₹13,900/month",₹7.11 Lakh,On Zero down payment,"Mulund West, Mumbai"
Volkswagen,2016,Ameo HIGHLINE1.2L,Ameo HIGHLINE1.2L,Manual,"10,117 km",2nd owner,Petrol,MH01-CP4081,"₹8,915/month",₹4.56 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,Celerio ZXI (O),Celerio ZXI (O),Manual,"22,897 km",1st owner,Petrol,MH06-CD9192,"₹10,088/month",₹5.16 Lakh,On Zero down payment,Seawood
Maruti,2022,S PRESSO VXI+,S PRESSO VXI+,Manual,"10,815 km",1st owner,Petrol,MH03-EB0515,"₹9,716/month",₹4.97 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"57,440 km",3rd owner,Petrol,MH01-CH5969,"₹15,582/month",₹7.97 Lakh,On Zero down payment,"Goregaon, Mumbai"
Renault,2019,TRIBER RXE MT,TRIBER RXE MT,Manual,"5,733 km",2nd owner,Petrol,MH02-FJ1432,"₹10,049/month",₹5.14 Lakh,On Zero down payment,"Goregaon, Mumbai"
Ford,2018,Ecosport TREND 1.5L DIESEL,Ecosport TREND 1.5L DIESEL,Manual,"87,593 km",2nd owner,Diesel,MH43-BK8218,"₹13,451/month",₹6.88 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2014,Ertiga VXI CNG,Ertiga VXI CNG,Manual,"67,046 km",1st owner,CNG,MH02-DS9305,"₹20,825/month",₹6.27 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2018,Creta SX AT 1.6 PETROL,Creta SX AT 1.6 PETROL,Manual,"57,206 km",1st owner,Petrol,MH01-DB6345,"₹20,252/month",₹10.64 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Swift VXI,Swift VXI,Manual,"47,322 km",1st owner,Petrol,MH05-DH0113,"₹10,107/month",₹5.17 Lakh,On Zero down payment,"Goregaon, Mumbai"
