Brand,Car Model,Car Name,Car Variant,Car Transmission,KM driven,Owner Type,Fuel Type,Registration ID,Monthly EMI,Car Price,Downpayment Amount,Location
Skoda,2013,Rapid AMBITION 1.6 TDI CR MT PLUS,Rapid AMBITION 1.6 TDI CR MT PLUS,Manual,"81,468 km",1st owner,Diesel,MH02-DG1746,"₹14,681/month",₹4.42 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,"16,992 km",1st owner,Petrol,MH04-KR3239,"₹18,425/month",₹9.68 Lakh,On Zero down payment,Seawood
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"58,961 km",1st owner,CNG,MH05-CM2848,"₹9,796/month",₹3.72 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2020,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,Automatic,"11,665 km",1st owner,Petrol,MH01-DP2693,"₹14,213/month",₹7.27 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2021,XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,"41,278 km",1st owner,Petrol,MH03-DU1760,"₹20,957/month",₹11.01 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2022,XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,"20,405 km",1st owner,Petrol,MH04-KW9073,"₹21,915/month",₹11.51 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"20,257 km",2nd owner,Petrol,MH43-BN3791,"₹10,088/month",₹5.16 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2014,Alto 800 LXI,Alto 800 LXI,Manual,"40,797 km",1st owner,Petrol,MH02-DS6160,"₹5,116/month",₹2.3 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Manual,"69,147 km",1st owner,Petrol,MH01-CH6341,"₹13,998/month",₹7.16 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2021,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"13,032 km",1st owner,CNG,MH05-EQ3470,"₹12,297/month",₹6.29 Lakh,On Zero down payment,"Mulund West, Mumbai"
KIA,2022,SELTOS HTK PLUS 1.5 IMT,SELTOS HTK PLUS 1.5 IMT,Manual,"15,485 km",2nd owner,Petrol,MH02-FR4672,"₹22,041/month",₹11.58 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2019,Harrier XM 2.0L KRYOTEC,Harrier XM 2.0L KRYOTEC,Manual,"44,103 km",2nd owner,Diesel,MH05-EA5695,"₹20,290/month",₹10.66 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"11,847 km",1st owner,CNG,MH03-BS9856,"₹8,901/month",₹3.38 Lakh,On Zero down payment,"Goregaon, Mumbai"
KIA,2020,SONET GTX PLUS 1.0 IMT,SONET GTX PLUS 1.0 IMT,Manual,"48,448 km",1st owner,Petrol,MH47-AU4591,"₹18,520/month",₹9.73 Lakh,On Zero down payment,"Mulund West, Mumbai"
MG,2021,HECTOR SHARP 1.5 DCT PETROL,HECTOR SHARP 1.5 DCT PETROL,Automatic,"20,465 km",1st owner,Petrol,MH47-AY6976,"₹28,037/month",₹14.73 Lakh,On Zero down payment,"Goregaon, Mumbai"
Jeep,2017,Compass LIMITED (O) 2.0 DIESEL,Compass LIMITED (O) 2.0 DIESEL,Manual,"99,924 km",1st owner,Diesel,MH04-HX8985,"₹19,091/month",₹10.03 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2019,Harrier XZ 2.0L DUAL TONE,Harrier XZ 2.0L DUAL TONE,Manual,"32,810 km",1st owner,Diesel,MH12-RT7549,"₹26,702/month",₹14.03 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2020,AURA SX PLUS 1.2 AMT CRDI,AURA SX PLUS 1.2 AMT CRDI,Manual,"58,033 km",2nd owner,Diesel,MH05-EA8831,"₹13,372/month",₹6.84 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2015,Celerio VXI AMT,Celerio VXI AMT,Automatic,"73,014 km",2nd owner,Petrol,MH02-DW5830,"₹6,530/month",₹3.34 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2017,Ameo HIGHLINE1.2L PLUS 16 ALLOY,Ameo HIGHLINE1.2L PLUS 16 ALLOY,Manual,"47,924 km",1st owner,Petrol,MH01-DB1182,"₹8,915/month",₹4.56 Lakh,On Zero down payment,Seawood
Maruti,2016,Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Automatic,"33,929 km",1st owner,Petrol,MH01-CD8464,"₹10,498/month",₹5.37 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Automatic,"12,854 km",1st owner,Petrol,MH01-CD3249,"₹9,462/month",₹4.84 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2023,Dzire ZXI Plus AMT,Dzire ZXI Plus AMT,Automatic,"12,473 km",1st owner,Petrol,MH02-FY1811,"₹16,084/month",₹8.45 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2019,S Cross ZETA 1.3,S Cross ZETA 1.3,Manual,"60,610 km",1st owner,Diesel,MH03-DG7572,"₹15,307/month",₹8.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"56,392 km",1st owner,Petrol,MH02-DN2418,"₹7,674/month",₹3.45 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2017,WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Manual,"23,037 km",1st owner,Petrol,MH02-EP7252,"₹12,356/month",₹6.32 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2016,Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Automatic,"48,814 km",1st owner,Petrol,MH02-EK1912,"₹9,853/month",₹5.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Automatic,"29,002 km",2nd owner,Petrol,MH02-EZ5374,"₹11,065/month",₹5.66 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2020,New Wagon-R ZXI 1.2 AMT,New Wagon-R ZXI 1.2 AMT,Automatic,"24,495 km",1st owner,Petrol,MH02-FJ3914,"₹10,733/month",₹5.49 Lakh,On Zero down payment,Seawood
Maruti,2012,Swift VXI,Swift VXI,Manual,"15,045 km",1st owner,Petrol,MH03-BE4271,"₹11,226/month",₹3.38 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Baleno ZETA DIESEL 1.3,Baleno ZETA DIESEL 1.3,Manual,"56,687 km",1st owner,Diesel,MH04-GZ9727,"₹13,169/month",₹5.92 Lakh,On Zero down payment,"Mulund West, Mumbai"
Volkswagen,2015,Polo HIGHLINE1.2L,Polo HIGHLINE1.2L,Manual,"25,818 km",3rd owner,Petrol,MH01-BY1910,"₹7,019/month",₹3.59 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,Jazz 1.2L I-VTEC V,Jazz 1.2L I-VTEC V,Manual,"89,508 km",1st owner,Petrol,MH43-AT5477,"₹8,055/month",₹4.12 Lakh,On Zero down payment,"Goregaon, Mumbai"
Renault,2020,Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Manual,"46,581 km",1st owner,Petrol,MH47-AU3928,"₹8,583/month",₹4.39 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2014,Brio VX AT,Brio VX AT,Automatic,"69,196 km",2nd owner,Petrol,MH03-BS4158,"₹7,808/month",₹3.51 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Creta BASE 1.6 PETROL,Creta BASE 1.6 PETROL,Manual,"53,853 km",1st owner,Petrol,MH03-CB4217,"₹13,196/month",₹6.75 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Celerio VXI CNG,Celerio VXI CNG,Manual,"79,682 km",1st owner,CNG,MH46-BA6336,"₹8,270/month",₹4.23 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2011,City 1.5L I-VTEC V AT,City 1.5L I-VTEC V AT,Automatic,"65,393 km",2nd owner,Petrol,MH02-CD2141,"₹12,992/month",₹2.76 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2014,Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,"59,799 km",2nd owner,Petrol,MH02-DJ9891,"₹7,875/month",₹3.54 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2013,Brio S MT,Brio S MT,Manual,"49,834 km",1st owner,Petrol,MH02-CW6729,"₹7,373/month",₹2.8 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2016,Polo GT TSI AT,Polo GT TSI AT,Automatic,"15,450 km",2nd owner,Petrol,MH01-CH3482,"₹11,887/month",₹6.08 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2018,Swift VDI AMT,Swift VDI AMT,Automatic,"69,332 km",1st owner,Diesel,MH43-BN8216,"₹12,297/month",₹6.29 Lakh,On Zero down payment,"Mulund West, Mumbai"
Volkswagen,2015,Polo GT TSI AT,Polo GT TSI AT,Automatic,"54,590 km",1st owner,Petrol,MH02-DW9309,"₹11,105/month",₹5.68 Lakh,On Zero down payment,Seawood
Tata,2020,NEXON XM SUNROOF PETROL,NEXON XM SUNROOF PETROL,Manual,"27,627 km",1st owner,Petrol,MH04-KL5969,"₹15,093/month",₹7.72 Lakh,On Zero down payment,"Goregaon, Mumbai"
Ford,2018,Ecosport TITANIUM 1.5L PETROL,Ecosport TITANIUM 1.5L PETROL,Manual,"34,481 km",2nd owner,Petrol,MH05-DS1018,"₹11,222/month",₹5.74 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2021,New Wagon-R LXI CNG (O) 1.0,New Wagon-R LXI CNG (O) 1.0,Manual,"39,613 km",1st owner,CNG,MH43-BY9261,"₹12,180/month",₹6.23 Lakh,On Zero down payment,Seawood
Hyundai,2013,i20 SPORTZ 1.2,i20 SPORTZ 1.2,Manual,"79,768 km",1st owner,Petrol,MH03-BJ5792,"₹8,163/month",₹3.1 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2013,i10 SPORTZ 1.2 AT,i10 SPORTZ 1.2 AT,Automatic,"28,452 km",1st owner,Petrol,MH01-BG4717,"₹8,479/month",₹3.22 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Creta S 1.6 PETROL,Creta S 1.6 PETROL,Manual,"92,165 km",1st owner,Petrol,MH02-EE9272,"₹13,451/month",₹6.88 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2019,Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Manual,"57,072 km",1st owner,Petrol,MH02-FE8337,"₹11,144/month",₹5.7 Lakh,On Zero down payment,Seawood
Hyundai,2014,Elite i20 SPORTZ 1.4 CRDI,Elite i20 SPORTZ 1.4 CRDI,Manual,"55,660 km",1st owner,Diesel,MH02-DN7785,"₹13,246/month",₹5.03 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2018,i20 Active 1.2 SX,i20 Active 1.2 SX,Manual,"78,963 km",1st owner,Petrol,MH02-EU8435,"₹11,046/month",₹5.65 Lakh,On Zero down payment,"Goregaon, Mumbai"
Renault,2015,Kwid RXL,Kwid RXL,Manual,"16,816 km",2nd owner,Petrol,MH02-DZ7980,"₹4,438/month",₹2.27 Lakh,On Zero down payment,Seawood
Hyundai,2018,Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,"16,777 km",1st owner,Petrol,MH04-JM0388,"₹9,943/month",₹5.09 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2022,XL6 ZETA MT,XL6 ZETA MT,Manual,"9,626 km",1st owner,Petrol,MH48-CC6497,"₹19,872/month",₹10.44 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2023,Swift VXI,Swift VXI,Manual,"9,424 km",1st owner,Petrol,MH46-CH8335,"₹13,816/month",₹7.07 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2013,Polo HIGHLINE1.2L,Polo HIGHLINE1.2L,Manual,"34,416 km",1st owner,Petrol,MH01-BK5332,"₹10,007/month",₹3.8 Lakh,On Zero down payment,Seawood
Hyundai,2019,Elite i20 ASTA 1.2 CVT,Elite i20 ASTA 1.2 CVT,Automatic,"25,590 km",2nd owner,Petrol,MH02-FE0827,"₹12,086/month",₹6.18 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,Brio VX MT,Brio VX MT,Manual,"14,489 km",2nd owner,Petrol,MH01-CD5422,"₹6,960/month",₹3.56 Lakh,On Zero down payment,Seawood
Maruti,2016,Vitara Brezza ZDI PLUS,Vitara Brezza ZDI PLUS,Manual,"85,156 km",2nd owner,Diesel,MH04-HL0083,"₹12,805/month",₹6.55 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Celerio VXI,Celerio VXI,Manual,"51,010 km",1st owner,Petrol,MH47-A9365,"₹5,924/month",₹3.03 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2013,Alto 800 LXI CNG,Alto 800 LXI CNG,Manual,"92,492 km",2nd owner,CNG,MH02-CZ5255,"₹8,662/month",₹1.84 Lakh,On Zero down payment,Seawood
Maruti,2018,Dzire VXI AMT,Dzire VXI AMT,Automatic,"24,209 km",1st owner,Petrol,MH01-DB0136,"₹11,261/month",₹5.76 Lakh,On Zero down payment,"Goregaon, Mumbai"
Mahindra,2018,TUV300 T6 PLUS,TUV300 T6 PLUS,Manual,"79,816 km",1st owner,Diesel,MH03-DA1850,"₹12,669/month",₹6.48 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2015,i20 Active 1.2 SX,i20 Active 1.2 SX,Manual,"70,716 km",1st owner,Petrol,MH04-GZ5595,"₹8,719/month",₹4.46 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2017,NEXON XZ PLUS PETROL,NEXON XZ PLUS PETROL,Manual,"37,976 km",1st owner,Petrol,MH02-EU0750,"₹13,079/month",₹6.69 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Baleno RS 1.0 PETROL,Baleno RS 1.0 PETROL,Manual,"87,788 km",1st owner,Petrol,MH05-DH3180,"₹9,501/month",₹4.86 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,New Elantra 1.6 SX AT O,New Elantra 1.6 SX AT O,Manual,"47,713 km",1st owner,Diesel,MH08-V6111,"₹22,632/month",₹11.89 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2021,Creta SX (O) 1.4 TURBO DCT,Creta SX (O) 1.4 TURBO DCT,Automatic,"47,162 km",2nd owner,Petrol,MH47-AY8383,"₹27,466/month",₹14.43 Lakh,On Zero down payment,"Goregaon, Mumbai"
Toyota,2014,Etios Liva G,Etios Liva G,Manual,"23,674 km",1st owner,Petrol,MH01-BK6682,"₹7,407/month",₹3.33 Lakh,On Zero down payment,Seawood
Maruti,2017,Baleno ZETA DIESEL 1.3,Baleno ZETA DIESEL 1.3,Manual,"34,450 km",1st owner,Diesel,MH47-W8549,"₹11,409/month",₹5.84 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Manual,"34,473 km",2nd owner,Petrol,MH02-EZ1446,"₹7,312/month",₹3.74 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2016,Ertiga VXI CNG,Ertiga VXI CNG,Manual,"63,006 km",1st owner,CNG,MH02-EE4541,"₹16,065/month",₹7.22 Lakh,On Zero down payment,"Goregaon, Mumbai"
Tata,2022,PUNCH ACCOMPLISHED AMT,PUNCH ACCOMPLISHED AMT,Automatic,"8,225 km",1st owner,Petrol,MH48-CC7194,"₹14,057/month",₹7.19 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2018,Elite i20 ASTA 1.4 CRDI (O),Elite i20 ASTA 1.4 CRDI (O),Manual,"75,355 km",2nd owner,Diesel,MH03-DA5405,"₹13,451/month",₹6.88 Lakh,On Zero down payment,Seawood
Hyundai,2019,Elite i20 MAGNA PLUS 1.2,Elite i20 MAGNA PLUS 1.2,Manual,"25,475 km",1st owner,Petrol,MH02-FE0014,"₹10,850/month",₹5.55 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"16,301 km",1st owner,Petrol,MH02-EK4009,"₹10,498/month",₹5.37 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2016,City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Automatic,"92,419 km",2nd owner,Petrol,MH01-CD8914,"₹11,398/month",₹5.83 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2019,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"20,385 km",1st owner,Petrol,MH05-EA6289,"₹9,357/month",₹4.79 Lakh,On Zero down payment,Seawood
Hyundai,2013,i20 MAGNA (O) 1.2,i20 MAGNA (O) 1.2,Manual,"96,691 km",1st owner,Petrol,MH04-GE1248,"₹7,876/month",₹2.99 Lakh,On Zero down payment,"Goregaon, Mumbai"
Renault,2021,TRIBER RXZ AMT DUAL TONE,TRIBER RXZ AMT DUAL TONE,Automatic,"17,903 km",2nd owner,Petrol,MH14-JR3157,"₹12,962/month",₹6.63 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2014,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"44,599 km",3rd owner,Petrol,MH02-DS4595,"₹8,742/month",₹3.93 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2019,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"34,544 km",1st owner,CNG,MH05-EA0706,"₹10,010/month",₹5.12 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2018,Celerio VXI CNG,Celerio VXI CNG,Manual,"71,263 km",1st owner,CNG,MH05-DS6915,"₹8,192/month",₹4.19 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2019,City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Automatic,"39,198 km",2nd owner,Petrol,MH47-AG6878,"₹15,627/month",₹8.21 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Manual,"22,580 km",1st owner,Petrol,MH47-W4935,"₹10,655/month",₹5.45 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Xcent S 1.2,Xcent S 1.2,Manual,"42,302 km",3rd owner,Petrol,MH01-CD7972,"₹7,116/month",₹3.64 Lakh,On Zero down payment,"Mulund West, Mumbai"
Renault,2022,TRIBER RXT AMT,TRIBER RXT AMT,Automatic,"4,506 km",1st owner,Petrol,MH04-LB1758,"₹13,411/month",₹6.86 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2012,Brio S MT,Brio S MT,Manual,"31,562 km",1st owner,Petrol,MH03-BH2197,"₹8,403/month",₹2.53 Lakh,On Zero down payment,Seawood
Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Automatic,"113,432 km",1st owner,Petrol,MH01-DK7772,"₹17,611/month",₹8.1 Lakh,On Zero down payment,"Goregaon, Mumbai"
Ford,2015,Ecosport TITANIUM 1.5L PETROL AT,Ecosport TITANIUM 1.5L PETROL AT,Manual,"43,157 km",1st owner,Petrol,MH01-BY9222,"₹10,010/month",₹5.12 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2016,Swift Dzire VXI,Swift Dzire VXI,Manual,"49,757 km",2nd owner,Petrol,MH02-EE8843,"₹8,837/month",₹4.52 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2020,City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Manual,"26,253 km",1st owner,Petrol,MH43-BU2718,"₹19,814/month",₹10.41 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2013,Wagon R 1.0 VXI,Wagon R 1.0 VXI,Manual,"28,109 km",1st owner,Petrol,MH04-GE0012,"₹7,215/month",₹2.74 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Manual,"61,150 km",1st owner,Petrol,MH02-DW9509,"₹10,498/month",₹5.37 Lakh,On Zero down payment,Seawood
Maruti,2016,Ertiga VDI SHVS,Ertiga VDI SHVS,Manual,"56,645 km",1st owner,Diesel,MH43-AW2418,"₹14,643/month",₹7.49 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2016,Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Manual,"53,377 km",1st owner,Petrol,MH02-EE5148,"₹9,990/month",₹5.11 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2013,i10 SPORTZ 1.2,i10 SPORTZ 1.2,Manual,"37,955 km",1st owner,Petrol,MH43-AN4332,"₹7,531/month",₹2.86 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2015,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,"27,741 km",1st owner,Petrol,MH01-BY5572,"₹8,465/month",₹4.33 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"19,622 km",1st owner,CNG,MH47-AY1942,"₹12,297/month",₹6.29 Lakh,On Zero down payment,Seawood
Tata,2022,Tiago XZA PLUS PETROL,Tiago XZA PLUS PETROL,Automatic,"5,579 km",1st owner,Petrol,MH04-LH2392,"₹13,666/month",₹6.99 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,S PRESSO VXI+,S PRESSO VXI+,Manual,"11,271 km",1st owner,Petrol,MH02-FN8531,"₹8,856/month",₹4.53 Lakh,On Zero down payment,Seawood
Hyundai,2017,Elite i20 ASTA 1.2 (O),Elite i20 ASTA 1.2 (O),Manual,"71,639 km",1st owner,Petrol,MH03-CM8030,"₹10,498/month",₹5.37 Lakh,On Zero down payment,Seawood
Hyundai,2021,Creta SX (O) IVT 1.5 PETROL,Creta SX (O) IVT 1.5 PETROL,Automatic,"20,982 km",1st owner,Petrol,MH02-FN1150,"₹30,013/month",₹15.77 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2015,Swift Dzire ZXI,Swift Dzire ZXI,Manual,"63,998 km",1st owner,Petrol,MH03-BW6453,"₹9,169/month",₹4.69 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2017,Ciaz ZDI+ SHVS,Ciaz ZDI+ SHVS,Manual,"61,662 km",2nd owner,Diesel,MH47-W0702,"₹11,574/month",₹5.92 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2022,Harrier XZA PLUS 2.0L DARK EDITION,Harrier XZA PLUS 2.0L DARK EDITION,Automatic,"30,117 km",1st owner,Diesel,MH04-LB2208,"₹37,535/month",₹19.72 Lakh,On Zero down payment,"Mulund West, Mumbai"
Ford,2019,Ecosport TITANIUM 1.0L ECOBOOST SPORTS(SUNROOF),Ecosport TITANIUM 1.0L ECOBOOST SPORTS(SUNROOF),Manual,"30,599 km",2nd owner,Petrol,MH43-BN4348,"₹15,308/month",₹7.83 Lakh,On Zero down payment,"Mulund West, Mumbai"
Ford,2019,Ecosport TITANIUM + 1.5L PETROL AT,Ecosport TITANIUM + 1.5L PETROL AT,Automatic,"65,065 km",1st owner,Petrol,MH04-JV8302,"₹14,311/month",₹7.32 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2014,Celerio VXI AMT,Celerio VXI AMT,Automatic,"25,428 km",1st owner,Petrol,MH02-DN8398,"₹7,741/month",₹3.48 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Ertiga ZDI,Ertiga ZDI,Manual,"74,602 km",1st owner,Diesel,MH02-DW5985,"₹16,394/month",₹7.37 Lakh,On Zero down payment,Seawood
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"47,540 km",1st owner,CNG,MH04-GZ5417,"₹9,691/month",₹3.68 Lakh,On Zero down payment,"Goregaon, Mumbai"
